AB_Specificity;a;data_annual_rebound_rate;x;y
0.9;0;0.04;6;136
0.9;0.01;0.04;6.12;136
0.9;0.02;0.04;6.24;136
0.9;0.03;0.04;6.36;136
0.9;0.04;0.04;6.48;136
0.9;0.05;0.04;6.6;136
0.9;0.06;0.04;6.72;136
0.9;0.07;0.04;6.84;136
0.9;0.08;0.04;6.96;136
0.9;0.09;0.04;7.08;136
0.9;0.1;0.04;7.2;136
0.9;0.11;0.04;7.32;136
0.9;0.12;0.04;7.44;136
0.9;0.13;0.04;7.56;136
0.9;0.14;0.04;7.68;136
0.9;0.15;0.04;7.8;136
0.9;0.16;0.04;7.92;136
0.9;0.17;0.04;8.04;136
0.9;0.18;0.04;8.16;136
0.9;0.19;0.04;8.28;136
0.9;0.2;0.04;8.4;136
0.9;0.21;0.04;8.52;136
0.9;0.22;0.04;8.64;136
0.9;0.23;0.04;8.76;136
0.9;0.24;0.04;8.88;136
0.9;0.25;0.04;9;136
0.9;0.26;0.04;9.12;136
0.9;0.27;0.04;9.24;136
0.9;0.28;0.04;9.36;136
0.9;0.29;0.04;9.48;136
0.9;0.3;0.04;9.6;136
0.9;0.31;0.04;9.72;136
0.9;0.32;0.04;9.84;136
0.9;0.33;0.04;9.96;136
0.9;0.34;0.04;10.08;136
0.9;0.35;0.04;10.2;136
0.9;0.36;0.04;10.32;136
0.9;0.37;0.04;10.44;136
0.9;0.38;0.04;10.56;136
0.9;0.39;0.04;10.68;136
0.9;0.4;0.04;10.8;136
0.9;0;0.05;6;145
0.9;0.01;0.05;6.12;145
0.9;0.02;0.05;6.24;145
0.9;0.03;0.05;6.36;145
0.9;0.04;0.05;6.48;145
0.9;0.05;0.05;6.6;145
0.9;0.06;0.05;6.72;145
0.9;0.07;0.05;6.84;145
0.9;0.08;0.05;6.96;145
0.9;0.09;0.05;7.08;145
0.9;0.1;0.05;7.2;145
0.9;0.11;0.05;7.32;145
0.9;0.12;0.05;7.44;145
0.9;0.13;0.05;7.56;145
0.9;0.14;0.05;7.68;145
0.9;0.15;0.05;7.8;145
0.9;0.16;0.05;7.92;145
0.9;0.17;0.05;8.04;145
0.9;0.18;0.05;8.16;145
0.9;0.19;0.05;8.28;145
0.9;0.2;0.05;8.4;145
0.9;0.21;0.05;8.52;145
0.9;0.22;0.05;8.64;145
0.9;0.23;0.05;8.76;145
0.9;0.24;0.05;8.88;145
0.9;0.25;0.05;9;145
0.9;0.26;0.05;9.12;145
0.9;0.27;0.05;9.24;145
0.9;0.28;0.05;9.36;145
0.9;0.29;0.05;9.48;145
0.9;0.3;0.05;9.6;145
0.9;0.31;0.05;9.72;145
0.9;0.32;0.05;9.84;145
0.9;0.33;0.05;9.96;145
0.9;0.34;0.05;10.08;145
0.9;0.35;0.05;10.2;145
0.9;0.36;0.05;10.32;145
0.9;0.37;0.05;10.44;145
0.9;0.38;0.05;10.56;145
0.9;0.39;0.05;10.68;145
0.9;0.4;0.05;10.8;145
0.9;0;0.06;6;154
0.9;0.01;0.06;6.12;154
0.9;0.02;0.06;6.24;154
0.9;0.03;0.06;6.36;154
0.9;0.04;0.06;6.48;154
0.9;0.05;0.06;6.6;154
0.9;0.06;0.06;6.72;154
0.9;0.07;0.06;6.84;154
0.9;0.08;0.06;6.96;154
0.9;0.09;0.06;7.08;154
0.9;0.1;0.06;7.2;154
0.9;0.11;0.06;7.32;154
0.9;0.12;0.06;7.44;154
0.9;0.13;0.06;7.56;154
0.9;0.14;0.06;7.68;154
0.9;0.15;0.06;7.8;154
0.9;0.16;0.06;7.92;154
0.9;0.17;0.06;8.04;154
0.9;0.18;0.06;8.16;154
0.9;0.19;0.06;8.28;154
0.9;0.2;0.06;8.4;154
0.9;0.21;0.06;8.52;154
0.9;0.22;0.06;8.64;154
0.9;0.23;0.06;8.76;154
0.9;0.24;0.06;8.88;154
0.9;0.25;0.06;9;154
0.9;0.26;0.06;9.12;154
0.9;0.27;0.06;9.24;154
0.9;0.28;0.06;9.36;154
0.9;0.29;0.06;9.48;154
0.9;0.3;0.06;9.6;154
0.9;0.31;0.06;9.72;154
0.9;0.32;0.06;9.84;154
0.9;0.33;0.06;9.96;154
0.9;0.34;0.06;10.08;154
0.9;0.35;0.06;10.2;154
0.9;0.36;0.06;10.32;154
0.9;0.37;0.06;10.44;154
0.9;0.38;0.06;10.56;154
0.9;0.39;0.06;10.68;154
0.9;0.4;0.06;10.8;154
0.9;0;0.07;6;163
0.9;0.01;0.07;6.12;163
0.9;0.02;0.07;6.24;163
0.9;0.03;0.07;6.36;163
0.9;0.04;0.07;6.48;163
0.9;0.05;0.07;6.6;163
0.9;0.06;0.07;6.72;163
0.9;0.07;0.07;6.84;163
0.9;0.08;0.07;6.96;163
0.9;0.09;0.07;7.08;163
0.9;0.1;0.07;7.2;163
0.9;0.11;0.07;7.32;163
0.9;0.12;0.07;7.44;163
0.9;0.13;0.07;7.56;163
0.9;0.14;0.07;7.68;163
0.9;0.15;0.07;7.8;163
0.9;0.16;0.07;7.92;163
0.9;0.17;0.07;8.04;163
0.9;0.18;0.07;8.16;163
0.9;0.19;0.07;8.28;163
0.9;0.2;0.07;8.4;163
0.9;0.21;0.07;8.52;163
0.9;0.22;0.07;8.64;163
0.9;0.23;0.07;8.76;163
0.9;0.24;0.07;8.88;163
0.9;0.25;0.07;9;163
0.9;0.26;0.07;9.12;163
0.9;0.27;0.07;9.24;163
0.9;0.28;0.07;9.36;163
0.9;0.29;0.07;9.48;163
0.9;0.3;0.07;9.6;163
0.9;0.31;0.07;9.72;163
0.9;0.32;0.07;9.84;163
0.9;0.33;0.07;9.96;163
0.9;0.34;0.07;10.08;163
0.9;0.35;0.07;10.2;163
0.9;0.36;0.07;10.32;163
0.9;0.37;0.07;10.44;163
0.9;0.38;0.07;10.56;163
0.9;0.39;0.07;10.68;163
0.9;0.4;0.07;10.8;163
0.9;0;0.08;6;172
0.9;0.01;0.08;6.12;172
0.9;0.02;0.08;6.24;172
0.9;0.03;0.08;6.36;172
0.9;0.04;0.08;6.48;172
0.9;0.05;0.08;6.6;172
0.9;0.06;0.08;6.72;172
0.9;0.07;0.08;6.84;172
0.9;0.08;0.08;6.96;172
0.9;0.09;0.08;7.08;172
0.9;0.1;0.08;7.2;172
0.9;0.11;0.08;7.32;172
0.9;0.12;0.08;7.44;172
0.9;0.13;0.08;7.56;172
0.9;0.14;0.08;7.68;172
0.9;0.15;0.08;7.8;172
0.9;0.16;0.08;7.92;172
0.9;0.17;0.08;8.04;172
0.9;0.18;0.08;8.16;172
0.9;0.19;0.08;8.28;172
0.9;0.2;0.08;8.4;172
0.9;0.21;0.08;8.52;172
0.9;0.22;0.08;8.64;172
0.9;0.23;0.08;8.76;172
0.9;0.24;0.08;8.88;172
0.9;0.25;0.08;9;172
0.9;0.26;0.08;9.12;172
0.9;0.27;0.08;9.24;172
0.9;0.28;0.08;9.36;172
0.9;0.29;0.08;9.48;172
0.9;0.3;0.08;9.6;172
0.9;0.31;0.08;9.72;172
0.9;0.32;0.08;9.84;172
0.9;0.33;0.08;9.96;172
0.9;0.34;0.08;10.08;172
0.9;0.35;0.08;10.2;172
0.9;0.36;0.08;10.32;172
0.9;0.37;0.08;10.44;172
0.9;0.38;0.08;10.56;172
0.9;0.39;0.08;10.68;172
0.9;0.4;0.08;10.8;172
0.9;0;0.09;6;181
0.9;0.01;0.09;6.12;181
0.9;0.02;0.09;6.24;181
0.9;0.03;0.09;6.36;181
0.9;0.04;0.09;6.48;181
0.9;0.05;0.09;6.6;181
0.9;0.06;0.09;6.72;181
0.9;0.07;0.09;6.84;181
0.9;0.08;0.09;6.96;181
0.9;0.09;0.09;7.08;181
0.9;0.1;0.09;7.2;181
0.9;0.11;0.09;7.32;181
0.9;0.12;0.09;7.44;181
0.9;0.13;0.09;7.56;181
0.9;0.14;0.09;7.68;181
0.9;0.15;0.09;7.8;181
0.9;0.16;0.09;7.92;181
0.9;0.17;0.09;8.04;181
0.9;0.18;0.09;8.16;181
0.9;0.19;0.09;8.28;181
0.9;0.2;0.09;8.4;181
0.9;0.21;0.09;8.52;181
0.9;0.22;0.09;8.64;181
0.9;0.23;0.09;8.76;181
0.9;0.24;0.09;8.88;181
0.9;0.25;0.09;9;181
0.9;0.26;0.09;9.12;181
0.9;0.27;0.09;9.24;181
0.9;0.28;0.09;9.36;181
0.9;0.29;0.09;9.48;181
0.9;0.3;0.09;9.6;181
0.9;0.31;0.09;9.72;181
0.9;0.32;0.09;9.84;181
0.9;0.33;0.09;9.96;181
0.9;0.34;0.09;10.08;181
0.9;0.35;0.09;10.2;181
0.9;0.36;0.09;10.32;181
0.9;0.37;0.09;10.44;181
0.9;0.38;0.09;10.56;181
0.9;0.39;0.09;10.68;181
0.9;0.4;0.09;10.8;181
0.9;0;0.1;6;190
0.9;0.01;0.1;6.12;190
0.9;0.02;0.1;6.24;190
0.9;0.03;0.1;6.36;190
0.9;0.04;0.1;6.48;190
0.9;0.05;0.1;6.6;190
0.9;0.06;0.1;6.72;190
0.9;0.07;0.1;6.84;190
0.9;0.08;0.1;6.96;190
0.9;0.09;0.1;7.08;190
0.9;0.1;0.1;7.2;190
0.9;0.11;0.1;7.32;190
0.9;0.12;0.1;7.44;190
0.9;0.13;0.1;7.56;190
0.9;0.14;0.1;7.68;190
0.9;0.15;0.1;7.8;190
0.9;0.16;0.1;7.92;190
0.9;0.17;0.1;8.04;190
0.9;0.18;0.1;8.16;190
0.9;0.19;0.1;8.28;190
0.9;0.2;0.1;8.4;190
0.9;0.21;0.1;8.52;190
0.9;0.22;0.1;8.64;190
0.9;0.23;0.1;8.76;190
0.9;0.24;0.1;8.88;190
0.9;0.25;0.1;9;190
0.9;0.26;0.1;9.12;190
0.9;0.27;0.1;9.24;190
0.9;0.28;0.1;9.36;190
0.9;0.29;0.1;9.48;190
0.9;0.3;0.1;9.6;190
0.9;0.31;0.1;9.72;190
0.9;0.32;0.1;9.84;190
0.9;0.33;0.1;9.96;190
0.9;0.34;0.1;10.08;190
0.9;0.35;0.1;10.2;190
0.9;0.36;0.1;10.32;190
0.9;0.37;0.1;10.44;190
0.9;0.38;0.1;10.56;190
0.9;0.39;0.1;10.68;190
0.9;0.4;0.1;10.8;190
0.9;0;0.11;6;199
0.9;0.01;0.11;6.12;199
0.9;0.02;0.11;6.24;199
0.9;0.03;0.11;6.36;199
0.9;0.04;0.11;6.48;199
0.9;0.05;0.11;6.6;199
0.9;0.06;0.11;6.72;199
0.9;0.07;0.11;6.84;199
0.9;0.08;0.11;6.96;199
0.9;0.09;0.11;7.08;199
0.9;0.1;0.11;7.2;199
0.9;0.11;0.11;7.32;199
0.9;0.12;0.11;7.44;199
0.9;0.13;0.11;7.56;199
0.9;0.14;0.11;7.68;199
0.9;0.15;0.11;7.8;199
0.9;0.16;0.11;7.92;199
0.9;0.17;0.11;8.04;199
0.9;0.18;0.11;8.16;199
0.9;0.19;0.11;8.28;199
0.9;0.2;0.11;8.4;199
0.9;0.21;0.11;8.52;199
0.9;0.22;0.11;8.64;199
0.9;0.23;0.11;8.76;199
0.9;0.24;0.11;8.88;199
0.9;0.25;0.11;9;199
0.9;0.26;0.11;9.12;199
0.9;0.27;0.11;9.24;199
0.9;0.28;0.11;9.36;199
0.9;0.29;0.11;9.48;199
0.9;0.3;0.11;9.6;199
0.9;0.31;0.11;9.72;199
0.9;0.32;0.11;9.84;199
0.9;0.33;0.11;9.96;199
0.9;0.34;0.11;10.08;199
0.9;0.35;0.11;10.2;199
0.9;0.36;0.11;10.32;199
0.9;0.37;0.11;10.44;199
0.9;0.38;0.11;10.56;199
0.9;0.39;0.11;10.68;199
0.9;0.4;0.11;10.8;199
0.9;0;0.12;6;208
0.9;0.01;0.12;6.12;208
0.9;0.02;0.12;6.24;208
0.9;0.03;0.12;6.36;208
0.9;0.04;0.12;6.48;208
0.9;0.05;0.12;6.6;208
0.9;0.06;0.12;6.72;208
0.9;0.07;0.12;6.84;208
0.9;0.08;0.12;6.96;208
0.9;0.09;0.12;7.08;208
0.9;0.1;0.12;7.2;208
0.9;0.11;0.12;7.32;208
0.9;0.12;0.12;7.44;208
0.9;0.13;0.12;7.56;208
0.9;0.14;0.12;7.68;208
0.9;0.15;0.12;7.8;208
0.9;0.16;0.12;7.92;208
0.9;0.17;0.12;8.04;208
0.9;0.18;0.12;8.16;208
0.9;0.19;0.12;8.28;208
0.9;0.2;0.12;8.4;208
0.9;0.21;0.12;8.52;208
0.9;0.22;0.12;8.64;208
0.9;0.23;0.12;8.76;208
0.9;0.24;0.12;8.88;208
0.9;0.25;0.12;9;208
0.9;0.26;0.12;9.12;208
0.9;0.27;0.12;9.24;208
0.9;0.28;0.12;9.36;208
0.9;0.29;0.12;9.48;208
0.9;0.3;0.12;9.6;208
0.9;0.31;0.12;9.72;208
0.9;0.32;0.12;9.84;208
0.9;0.33;0.12;9.96;208
0.9;0.34;0.12;10.08;208
0.9;0.35;0.12;10.2;208
0.9;0.36;0.12;10.32;208
0.9;0.37;0.12;10.44;208
0.9;0.38;0.12;10.56;208
